region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets_json,carbon_offset_metric_tons,existing_installs_count
New Hanover County,North Carolina,34.3689625,33.9604813,-77.7188731,-78.0087019,34.207826717340282,-77.877158509508376,1103.3,68103,95.350450259810486,83.966858594202719,303132,1384153,941642,929615,1815569,45,5374111,11.25,1343527.75,86515081.428161591,467728524.06397086,291709777.35640258,286081149.340155,599165559.68754268,14389.072369384765,1731200091.8762319,"[[0,9359],[5,19400],[10,16753],[15,10056],[20,4632],[25,2098],[30,1053],[35,656],[40,486],[45,404],[50,313],[55,257],[60,191],[65,188],[70,187],[75,140],[80,143],[85,112],[90,106],[95,86],[100,88],[105,82],[110,102],[115,73],[120,73],[125,59],[130,59],[135,54],[140,45],[145,36],[150,38],[155,30],[160,28],[165,21],[170,23],[175,23],[180,26],[185,19],[190,24],[195,19],[200,18],[205,17],[210,15],[215,13],[220,13],[225,23],[230,12],[235,8],[240,18],[245,12],[250,11],[255,12],[260,12],[265,7],[270,8],[275,8],[280,13],[285,7],[290,7],[295,11],[300,7],[305,8],[310,6],[315,6],[320,1],[325,4],[330,5],[335,6],[340,7],[345,4],[350,7],[355,4],[360,6],[365,2],[370,1],[375,3],[380,4],[385,3],[390,3],[395,1],[405,9],[410,1],[415,2],[420,2],[425,5],[430,2],[435,3],[440,4],[445,4],[450,2],[455,6],[460,4],[465,6],[470,5],[475,4],[485,2],[490,1],[495,1],[500,2],[505,1],[510,3],[515,3],[525,2],[530,2],[535,1],[540,1],[545,1],[550,1],[555,3],[560,3],[565,3],[570,2],[575,4],[590,1],[595,1],[605,1],[615,1],[620,2],[625,3],[630,5],[635,4],[645,7],[650,1],[655,2],[665,1],[670,3],[675,1],[680,1],[690,1],[695,1],[700,1],[705,3],[715,1],[720,2],[730,1],[740,4],[745,1],[755,2],[765,1],[775,1],[780,2],[785,1],[800,1],[805,1],[810,1],[815,1],[830,1],[845,1],[860,1],[880,1],[885,2],[895,1],[915,1],[920,1],[925,1],[935,1],[975,1],[1005,1],[1025,1],[1075,1],[1090,1],[1095,1],[1110,1],[1130,1],[1145,1],[1150,1],[1170,1],[1175,1],[1205,1],[1220,1],[1230,1],[1235,2],[1245,2],[1260,1],[1265,1],[1270,1],[1275,1],[1315,1],[1390,2],[1395,1],[1400,1],[1405,1],[1420,1],[1475,1],[1485,1],[1490,3],[1510,2],[1520,1],[1540,1],[1575,1],[1600,1],[1690,1],[1695,1],[1740,1],[1800,1],[1830,1],[1845,1],[1955,1],[1995,1],[2010,1],[2080,1],[2105,1],[2295,1],[2330,1],[2405,1],[2490,1],[2685,1],[2715,2],[2905,1],[3880,1],[5240,1]]",1016267.5173767972,161
New Haven County,Connecticut,41.6433531,41.1739266,-72.5430585,-73.3245601,41.396398494191274,-72.938826573102716,996.19999999999993,183138,87.273103118907684,74.789888512271816,258490,2723052,2044775,1695915,6028902,30,12751134,7.5,3187783.5,66005745.528478995,816045518.75538921,566774855.50070488,460378669.09779972,1762756009.0157869,8580.2489440917961,3671960797.8981595,"[[0,46928],[5,72932],[10,32304],[15,12353],[20,5033],[25,2406],[30,1493],[35,999],[40,792],[45,657],[50,550],[55,499],[60,454],[65,379],[70,308],[75,268],[80,240],[85,227],[90,221],[95,199],[100,190],[105,165],[110,154],[115,157],[120,152],[125,111],[130,123],[135,102],[140,78],[145,83],[150,77],[155,74],[160,67],[165,67],[170,66],[175,59],[180,61],[185,75],[190,53],[195,56],[200,67],[205,68],[210,46],[215,42],[220,46],[225,46],[230,41],[235,27],[240,34],[245,33],[250,34],[255,31],[260,26],[265,28],[270,28],[275,26],[280,25],[285,26],[290,21],[295,21],[300,26],[305,20],[310,15],[315,20],[320,23],[325,20],[330,21],[335,24],[340,14],[345,19],[350,18],[355,15],[360,13],[365,22],[370,12],[375,15],[380,15],[385,5],[390,11],[395,16],[400,13],[405,14],[410,10],[415,14],[420,14],[425,11],[430,14],[435,9],[440,14],[445,13],[450,11],[455,9],[460,11],[465,10],[470,9],[475,10],[480,5],[485,12],[490,5],[495,9],[500,6],[505,6],[510,10],[515,6],[520,6],[525,8],[530,5],[535,5],[540,10],[545,6],[550,7],[555,9],[560,6],[565,7],[570,2],[575,5],[580,6],[585,3],[590,4],[595,3],[600,11],[605,5],[610,4],[615,10],[620,6],[625,8],[630,6],[635,4],[640,3],[645,4],[650,4],[655,6],[660,3],[665,7],[670,4],[675,5],[680,3],[685,7],[690,7],[695,9],[700,6],[705,5],[710,6],[715,5],[720,6],[725,8],[730,2],[735,7],[740,4],[745,4],[750,5],[760,4],[765,5],[775,6],[780,1],[785,5],[790,1],[795,6],[800,4],[805,2],[810,3],[815,3],[820,2],[825,5],[830,1],[835,2],[840,2],[845,2],[850,3],[855,3],[860,1],[870,3],[875,4],[880,3],[885,1],[890,1],[895,2],[900,1],[905,3],[910,1],[915,3],[920,1],[925,1],[940,3],[945,4],[950,5],[955,2],[960,2],[965,2],[970,2],[975,1],[980,3],[985,2],[990,4],[995,1],[1005,2],[1010,1],[1015,3],[1035,2],[1045,1],[1050,3],[1055,1],[1060,4],[1065,2],[1070,2],[1080,1],[1085,1],[1090,1],[1095,2],[1100,5],[1105,1],[1115,1],[1120,1],[1130,2],[1135,2],[1140,1],[1150,1],[1165,2],[1180,2],[1185,1],[1190,3],[1195,1],[1205,1],[1215,3],[1225,3],[1250,6],[1255,3],[1265,2],[1270,1],[1275,1],[1280,1],[1320,4],[1325,1],[1330,3],[1335,1],[1340,2],[1350,3],[1355,2],[1360,1],[1365,1],[1375,1],[1380,1],[1395,1],[1400,2],[1410,1],[1430,1],[1435,1],[1445,2],[1455,3],[1460,2],[1465,1],[1475,3],[1485,2],[1490,2],[1495,3],[1500,1],[1510,2],[1515,1],[1520,2],[1530,2],[1540,1],[1545,3],[1555,1],[1560,2],[1565,2],[1570,2],[1585,2],[1590,1],[1605,2],[1610,1],[1625,1],[1670,1],[1680,2],[1695,1],[1705,1],[1720,1],[1725,1],[1730,1],[1735,1],[1745,1],[1755,1],[1760,1],[1765,2],[1770,2],[1775,1],[1785,1],[1790,2],[1805,1],[1815,1],[1820,1],[1830,4],[1835,1],[1840,1],[1850,1],[1865,1],[1870,1],[1880,1],[1895,1],[1905,1],[1920,1],[1925,2],[1930,1],[1970,3],[1980,1],[1990,1],[1995,1],[2030,1],[2045,1],[2070,1],[2075,1],[2080,2],[2085,1],[2125,1],[2145,1],[2155,1],[2190,1],[2200,1],[2210,2],[2215,1],[2220,2],[2225,1],[2235,1],[2250,2],[2260,1],[2265,1],[2335,1],[2360,2],[2430,1],[2460,1],[2540,1],[2550,1],[2565,1],[2615,1],[2620,1],[2645,1],[2650,1],[2655,1],[2700,1],[2785,1],[2895,1],[3010,2],[3075,1],[3125,1],[3135,1],[3165,1],[3245,1],[3270,1],[3295,1],[3335,1],[3415,1],[3420,1],[4005,1],[4570,1],[4850,1]]",1589838.1522755832,1135
New London County,Connecticut,41.7112984,41.279078,-71.7881381,-72.4511259,41.441058590014912,-72.101509084060723,1010.65,27373,34.486506881310859,71.30427987183829,41267,418756,273419,269033,1072125,29,2074600,7.25,518650,10697409.159283444,128059101.4837036,76314419.198474124,75054224.46433717,315849085.34480888,8224.9419921875,605974239.65060711,"[[0,7674],[5,10875],[10,4208],[15,1548],[20,681],[25,346],[30,244],[35,214],[40,150],[45,130],[50,111],[55,90],[60,69],[65,51],[70,60],[75,52],[80,46],[85,39],[90,36],[95,37],[100,29],[105,29],[110,25],[115,20],[120,26],[125,26],[130,18],[135,10],[140,11],[145,18],[150,13],[155,15],[160,12],[165,12],[170,14],[175,14],[180,15],[185,6],[190,15],[195,8],[200,12],[205,13],[210,9],[215,12],[220,14],[225,8],[230,4],[235,7],[240,6],[245,7],[250,8],[255,2],[260,1],[265,11],[270,8],[275,6],[280,5],[285,4],[290,4],[295,3],[300,6],[305,4],[310,6],[315,6],[325,7],[330,6],[335,8],[340,2],[345,3],[350,5],[355,1],[360,5],[365,3],[370,1],[375,3],[380,2],[385,1],[390,6],[395,2],[400,2],[405,2],[410,3],[415,3],[425,2],[430,2],[435,3],[445,1],[450,6],[455,1],[465,2],[470,3],[475,2],[485,1],[490,5],[500,2],[505,1],[510,1],[520,2],[540,3],[545,1],[550,1],[555,1],[560,1],[565,1],[570,2],[575,1],[600,3],[615,2],[620,1],[625,2],[640,2],[645,1],[650,1],[655,1],[670,2],[675,1],[680,1],[685,2],[695,2],[705,1],[710,1],[730,1],[740,1],[745,1],[750,3],[760,1],[765,1],[775,1],[805,1],[810,1],[820,1],[825,1],[840,1],[845,1],[855,1],[870,1],[900,1],[910,1],[915,1],[920,2],[930,2],[935,1],[950,2],[955,2],[960,1],[965,1],[990,1],[1000,1],[1010,1],[1025,1],[1035,1],[1045,1],[1050,1],[1060,1],[1075,1],[1080,2],[1090,2],[1100,1],[1110,1],[1125,1],[1135,1],[1145,2],[1170,1],[1185,1],[1215,1],[1220,1],[1240,1],[1250,1],[1295,1],[1305,1],[1355,1],[1390,1],[1415,1],[1450,1],[1515,1],[1520,1],[1555,1],[1575,1],[1610,1],[1965,1],[1990,1],[2060,1],[2100,1],[2120,1],[2475,1],[2625,1],[2840,1],[3375,1],[4055,1]]",262372.84244590305,524
New York County,New York,40.8780876,40.684311,-73.9075047,-74.047064,40.770713205632873,-73.97099680791807,958.8,26543,96.9219167752108,62.58075163860989,32504,100577,58138,33562,2348828,33,2573609,8.25,643402.25,8155374.8960998487,29505004.078216556,16029506.896505732,8675071.8120513912,647538614.59410071,8876.9132629394535,709903572.27697456,"[[0,8400],[5,6361],[10,2839],[15,1797],[20,1116],[25,779],[30,678],[35,561],[40,488],[45,450],[50,377],[55,338],[60,290],[65,237],[70,198],[75,153],[80,131],[85,123],[90,90],[95,73],[100,68],[105,73],[110,50],[115,59],[120,33],[125,46],[130,39],[135,33],[140,37],[145,37],[150,27],[155,35],[160,25],[165,28],[170,26],[175,22],[180,18],[185,19],[190,13],[195,14],[200,9],[205,15],[210,10],[215,16],[220,7],[225,5],[230,10],[235,9],[240,9],[245,8],[250,10],[255,10],[260,6],[265,4],[270,7],[275,8],[280,9],[285,10],[290,8],[295,5],[300,4],[305,5],[310,4],[315,6],[320,2],[325,7],[330,5],[335,4],[340,3],[345,4],[350,2],[355,6],[360,7],[370,5],[375,3],[380,5],[385,3],[390,2],[395,3],[400,4],[405,2],[410,1],[415,1],[420,4],[425,5],[430,1],[435,6],[440,4],[445,1],[450,2],[455,2],[460,2],[465,2],[475,3],[480,1],[490,1],[495,1],[500,1],[505,2],[510,2],[515,1],[520,1],[525,3],[530,2],[535,3],[540,2],[545,3],[550,1],[560,2],[570,1],[575,1],[585,1],[590,1],[620,1],[630,1],[645,1],[655,1],[665,1],[670,1],[685,1],[690,1],[695,1],[730,1],[745,1],[765,1],[780,1],[800,2],[820,1],[875,1],[885,1],[890,1],[905,1],[1000,1],[1045,1],[1065,1],[1070,1],[1080,1],[1085,2],[1100,1],[1115,1],[1140,1],[1355,1],[1610,1],[1615,1],[1765,1],[2105,1],[2135,1],[2600,1]]",402894.8247064692,62
Newport County,Rhode Island,41.6747951,41.4478126,-71.1212939,-71.3994558,41.551495144777505,-71.263452554588611,991.94999999999993,9308,29.888043224147335,80.896923344342085,16378,136946,104023,86612,104195,30,448154,7.5,112038.5,4170224.5959716788,41763473.283605948,29283409.157281473,23353632.715045169,30434449.995184321,8820.1135070800774,129005189.74708867,"[[0,2271],[5,3711],[10,1828],[15,767],[20,286],[25,115],[30,55],[35,38],[40,34],[45,26],[50,21],[55,10],[60,13],[65,14],[70,8],[75,3],[80,11],[85,2],[90,7],[95,6],[100,9],[105,6],[110,2],[115,4],[120,4],[125,5],[130,2],[135,4],[140,1],[145,1],[150,1],[155,3],[160,3],[165,1],[170,1],[175,1],[185,2],[195,2],[205,1],[210,1],[230,1],[235,1],[240,1],[245,2],[255,1],[280,1],[295,1],[315,1],[320,1],[330,1],[345,1],[350,1],[355,2],[365,2],[375,1],[400,1],[420,1],[430,1],[495,1],[650,1],[915,1],[945,1],[980,1],[1315,1],[1400,1]]",55853.562883128317,8
Newton County,Georgia,33.741712,33.369725,-83.6798227,-84.0418949,33.56910370698003,-83.890878109526781,1093.95,9512,25.519619935133161,85.133804707777685,14759,180228,96250,133507,76423,40,501167,10,125291.75,4178377.1272399928,60158394.671258539,28779097.885729983,40752730.412597656,25115048.334686268,12688.827807617186,158983648.43151253,"[[0,1231],[5,3365],[10,2696],[15,1317],[20,495],[25,177],[30,63],[35,32],[40,19],[45,12],[50,7],[55,5],[60,9],[65,5],[70,5],[75,4],[80,3],[85,3],[90,5],[95,4],[100,4],[105,3],[110,6],[115,4],[120,3],[125,1],[130,2],[135,4],[145,1],[160,1],[165,1],[175,2],[180,2],[190,2],[195,1],[210,1],[225,1],[230,1],[325,1],[380,1],[485,1],[490,1],[575,1],[590,1],[620,1],[760,1],[815,1],[855,1],[880,2],[1005,1],[1245,1],[1395,1]]",94529.4641166638,6
Newton County,Missouri,37.0560063,36.7483699,-94.0608823,-94.6181827,36.920290732275411,-94.397592142779587,1084.6,5289,16.110954660658969,92.4488725747247,30845,118128,86746,96740,187325,61,519784,15.25,129946,8611116.1965637188,40969718.797338866,26221587.021661375,29976980.035858169,60749898.764550768,19601.627539062498,166529300.81597283,"[[0,475],[5,996],[10,1055],[15,1017],[20,672],[25,415],[30,197],[35,110],[40,62],[45,31],[50,29],[55,16],[60,15],[65,8],[70,10],[75,7],[80,17],[85,10],[90,6],[95,9],[100,7],[105,10],[110,6],[115,10],[120,7],[125,6],[130,1],[135,1],[140,1],[145,2],[150,1],[155,1],[160,3],[165,4],[170,2],[175,4],[180,3],[185,4],[195,2],[200,1],[205,3],[210,1],[220,3],[225,1],[230,1],[240,1],[260,1],[265,1],[270,1],[275,1],[280,1],[285,1],[290,1],[305,2],[310,1],[335,1],[345,2],[370,1],[385,1],[395,1],[410,1],[415,1],[435,1],[440,1],[450,1],[455,2],[480,1],[490,1],[510,1],[535,2],[540,1],[565,1],[570,1],[605,2],[620,1],[660,1],[720,1],[740,1],[755,1],[880,1],[980,1],[1030,1],[1420,1],[1475,1],[1560,1],[1760,1],[1850,1]]",140517.11968418636,3
Newton County,Texas,31.1792678,30.2427765,-93.5635757,-93.901115,30.462240908747123,-93.7764619786911,1042.1,8,0.39460703715882933,66.666666666666671,85,170,78,71,49,35,453,8.75,113.25,25268.498681640624,55875.792163085935,23478.85512084961,22093.555273437498,14923.491503906249,10872.425433349608,141640.19274291993,"[[5,4],[10,2],[15,1],[35,1]]",86.54218862010994,0
Nez Perce County,Idaho,46.6259237,45.9978788,-116.3654932,-117.0603013,46.38800131898504,-116.95604713355765,1011.5,11725,78.813957127210145,77.592482297663949,24829,174709,120667,138353,286969,37,745527,9.25,186381.75,6425912.3573425282,55039076.382482938,34192437.101574719,38104813.236834712,83973991.779150426,10914.279736328124,217736230.85738516,"[[0,2630],[5,3554],[10,2359],[15,1360],[20,694],[25,322],[30,166],[35,102],[40,89],[45,63],[50,38],[55,26],[60,25],[65,33],[70,18],[75,18],[80,14],[85,20],[90,10],[95,10],[100,4],[105,12],[110,17],[115,10],[120,4],[125,4],[130,6],[135,2],[140,5],[145,5],[150,2],[155,3],[160,4],[165,4],[170,1],[175,3],[180,4],[185,2],[190,3],[195,3],[200,2],[205,5],[210,5],[215,3],[225,4],[240,2],[245,4],[255,1],[260,3],[265,2],[270,2],[275,1],[280,1],[285,1],[290,1],[295,2],[300,2],[310,1],[320,2],[325,1],[330,2],[345,1],[350,2],[360,1],[365,2],[375,1],[385,2],[395,1],[400,1],[405,2],[410,1],[500,1],[540,2],[635,1],[655,1],[675,1],[755,1],[875,1],[990,1],[1025,1],[1135,1],[1430,1],[1450,1],[1640,1],[1815,1]]",57897.880440854387,0
Niagara County,New York,43.3740344,43.0192716,-78.461807,-79.0727035,43.128285745407,-78.8485072661952,931.6,57952,78.821186600954533,81.795342272406486,248458,872170,524220,699909,1611633,31,3956390,7.75,989097.5,60296547.964419529,249227063.80578011,135466989.26292416,183464584.31710202,449862681.82140225,8481.624456787109,1078317867.171628,"[[0,14644],[5,20324],[10,10640],[15,5490],[20,2267],[25,1061],[30,564],[35,408],[40,289],[45,223],[50,184],[55,127],[60,118],[65,102],[70,86],[75,93],[80,69],[85,73],[90,67],[95,59],[100,42],[105,52],[110,51],[115,46],[120,36],[125,29],[130,19],[135,20],[140,22],[145,15],[150,19],[155,24],[160,16],[165,20],[170,25],[175,16],[180,18],[185,24],[190,21],[195,8],[200,13],[205,13],[210,16],[215,15],[220,11],[225,11],[230,10],[235,11],[240,17],[245,6],[250,4],[255,4],[260,10],[265,8],[270,9],[275,9],[280,6],[285,2],[290,6],[295,6],[300,5],[305,9],[310,3],[315,9],[320,10],[325,5],[330,4],[335,6],[340,5],[345,8],[350,6],[355,4],[360,2],[365,4],[370,5],[375,5],[380,4],[390,2],[395,5],[400,4],[405,4],[410,3],[415,5],[425,4],[430,5],[435,5],[440,6],[445,3],[450,2],[455,3],[460,4],[465,5],[470,5],[475,4],[480,3],[485,3],[490,2],[495,5],[500,3],[505,2],[510,1],[520,4],[525,5],[530,4],[535,1],[540,1],[545,5],[550,2],[555,2],[560,2],[565,1],[570,1],[575,1],[580,4],[590,1],[595,1],[600,1],[615,1],[620,1],[625,1],[630,2],[635,1],[640,3],[645,1],[650,3],[655,2],[660,2],[665,1],[670,1],[675,1],[685,1],[690,1],[695,2],[700,3],[710,1],[715,1],[720,1],[725,1],[730,2],[735,1],[740,1],[745,1],[765,1],[775,2],[780,2],[795,1],[815,1],[820,1],[835,2],[865,2],[885,2],[890,1],[895,1],[910,1],[920,1],[925,1],[930,1],[940,3],[945,1],[950,1],[970,1],[990,2],[1000,1],[1005,1],[1025,1],[1030,1],[1035,1],[1040,2],[1050,1],[1060,1],[1080,1],[1090,1],[1095,1],[1100,1],[1110,1],[1115,1],[1140,1],[1150,1],[1155,1],[1165,2],[1170,1],[1190,1],[1195,1],[1200,1],[1225,1],[1250,1],[1275,1],[1280,1],[1285,2],[1300,1],[1325,1],[1350,1],[1355,1],[1360,1],[1365,1],[1380,1],[1385,1],[1390,1],[1420,1],[1455,1],[1470,2],[1500,1],[1510,1],[1520,1],[1540,2],[1570,1],[1575,1],[1585,1],[1595,2],[1610,1],[1620,1],[1690,1],[1705,1],[1855,1],[1865,1],[1885,1],[1910,1],[1940,1],[2110,1],[2195,1],[2210,1],[2325,1],[2380,1],[2565,1],[2800,1],[2895,1],[2990,1],[4280,1]]",394037.52951450105,148
Nicollet County,Minnesota,44.4543541,44.1620974,-93.9481051,-94.7345034,44.250271390149763,-94.0400020292694,991.1,3479,49.110463363152078,71.203438395415475,3558,68903,39744,47079,216117,43,375401,10.75,93850.25,904272.044494629,20993183.437731929,10691687.239227302,12951106.375048837,62938745.368524194,12054.345556640625,108478994.46502686,"[[0,714],[5,883],[10,734],[15,507],[20,236],[25,87],[30,42],[35,34],[40,40],[45,25],[50,16],[55,12],[60,19],[65,6],[70,8],[75,8],[80,5],[85,8],[90,3],[100,3],[105,4],[115,3],[120,2],[125,3],[130,2],[140,8],[145,2],[150,1],[155,3],[160,4],[165,2],[175,1],[190,1],[195,2],[210,3],[215,2],[225,1],[230,2],[240,1],[260,1],[275,1],[280,1],[290,1],[295,1],[320,1],[325,1],[330,2],[345,1],[350,2],[360,2],[420,1],[435,1],[485,1],[500,1],[525,1],[670,1],[680,1],[750,1],[765,1],[835,1],[895,1],[970,1],[1025,1],[1040,1],[1075,1],[1255,1],[1280,1],[1320,1],[1335,1],[1435,1],[1490,1],[1745,1],[1785,1],[2330,1],[2350,1],[2395,1],[2975,1],[3545,1]]",54964.921861174742,0
Norfolk County,Massachusetts,42.3515709,41.9854233,-70.783332,-71.4996659,42.190644852475991,-71.158829286749082,970.69999999999993,134371,92.871880812151275,70.077237192759213,124755,1960883,1137491,1129554,5196474,27,9549157,6.75,2387289.25,31019298.360412594,568798595.81760585,306201475.67893362,300984335.79353333,1488743369.7417905,7481.7479370117189,2695747075.3922763,"[[0,42048],[5,54599],[10,19947],[15,6615],[20,2407],[25,1283],[30,786],[35,656],[40,519],[45,392],[50,305],[55,281],[60,310],[65,251],[70,222],[75,196],[80,168],[85,158],[90,149],[95,117],[100,114],[105,106],[110,112],[115,100],[120,93],[125,89],[130,64],[135,67],[140,50],[145,66],[150,58],[155,61],[160,52],[165,60],[170,45],[175,42],[180,46],[185,47],[190,40],[195,41],[200,30],[205,23],[210,32],[215,32],[220,37],[225,34],[230,20],[235,34],[240,39],[245,44],[250,21],[255,19],[260,19],[265,20],[270,23],[275,18],[280,18],[285,21],[290,15],[295,12],[300,15],[305,8],[310,17],[315,11],[320,14],[325,16],[330,18],[335,14],[340,15],[345,11],[350,17],[355,11],[360,13],[365,10],[370,11],[375,12],[380,14],[385,11],[390,15],[395,11],[400,16],[405,10],[410,13],[415,9],[420,9],[425,10],[430,13],[435,13],[440,8],[445,8],[450,11],[455,8],[460,8],[465,12],[470,6],[475,10],[480,7],[485,3],[490,6],[495,8],[500,7],[505,9],[510,8],[515,6],[520,9],[525,12],[530,6],[535,4],[540,4],[545,5],[550,8],[555,5],[560,7],[565,4],[570,9],[575,2],[580,7],[585,7],[590,8],[595,6],[600,6],[605,7],[610,3],[615,7],[620,3],[625,5],[630,5],[635,6],[640,2],[645,2],[650,3],[655,8],[660,7],[665,7],[670,6],[675,6],[680,6],[685,1],[690,3],[695,6],[700,3],[705,2],[710,3],[715,5],[720,3],[725,2],[730,10],[735,6],[740,4],[745,3],[755,3],[760,3],[765,6],[770,3],[775,2],[780,2],[785,1],[790,5],[795,1],[800,4],[805,4],[810,4],[820,5],[825,1],[830,4],[835,3],[840,6],[845,3],[850,3],[855,6],[860,1],[865,2],[875,2],[880,4],[885,3],[890,2],[895,2],[900,2],[905,2],[910,3],[915,2],[920,4],[925,3],[930,1],[935,2],[940,4],[945,5],[950,1],[955,7],[960,1],[965,1],[975,3],[980,4],[990,2],[995,1],[1000,1],[1005,2],[1010,3],[1020,2],[1030,2],[1035,2],[1040,3],[1045,2],[1055,1],[1060,4],[1065,1],[1070,2],[1075,2],[1080,1],[1085,2],[1090,1],[1095,2],[1100,2],[1110,2],[1115,4],[1120,3],[1130,2],[1135,1],[1140,3],[1145,4],[1155,1],[1160,1],[1165,2],[1170,2],[1175,2],[1180,4],[1185,1],[1190,1],[1195,2],[1200,2],[1210,1],[1215,2],[1220,2],[1225,1],[1235,3],[1240,2],[1245,1],[1250,1],[1255,2],[1265,2],[1270,1],[1280,3],[1295,1],[1300,1],[1305,1],[1310,3],[1315,1],[1320,3],[1330,1],[1340,1],[1350,1],[1355,1],[1360,1],[1365,2],[1370,2],[1375,1],[1380,1],[1395,2],[1400,1],[1405,2],[1425,1],[1435,2],[1440,2],[1445,1],[1450,1],[1455,1],[1460,1],[1465,1],[1470,1],[1480,1],[1485,1],[1490,2],[1500,1],[1510,1],[1515,1],[1520,1],[1525,1],[1540,3],[1550,2],[1565,3],[1570,1],[1575,1],[1580,2],[1585,1],[1595,1],[1600,1],[1605,1],[1620,1],[1645,1],[1660,1],[1675,1],[1695,4],[1700,1],[1730,1],[1735,1],[1750,1],[1755,3],[1760,1],[1770,1],[1775,1],[1790,1],[1805,1],[1830,1],[1840,1],[1845,1],[1865,1],[1880,1],[1890,1],[1900,1],[1930,1],[1960,1],[1965,1],[1970,2],[2015,1],[2060,1],[2070,2],[2095,1],[2120,1],[2125,1],[2130,1],[2145,1],[2170,1],[2185,1],[2195,1],[2210,1],[2235,1],[2280,1],[2290,1],[2305,1],[2325,1],[2350,1],[2380,1],[2400,1],[2475,1],[2515,1],[2520,1],[2525,1],[2540,1],[2555,1],[2630,1],[2670,1],[2675,1],[2720,1],[2790,1],[2800,1],[2890,1],[2920,1],[3055,2],[3065,1],[3145,1],[3165,1],[3335,1],[3345,1],[3535,1],[3555,1],[3825,1],[4105,1],[4445,1],[4510,1],[4600,1],[4725,1],[4900,1],[4915,1],[5520,1]]",1167196.891468266,2620
